,start,stop,middle,duration,key,total,bandwidth,compressed,requestor,fulfiller,transfer_type,t_event
69,2024-04-18 11:56:10.439205,2024-04-18 11:56:10.534676,2024-04-18 11:56:10.074350,0.0954706668853759,finalize-c95f3b3a-5e71-4c4a-bee6-28cdd9878512,56,586.5676005723803,927.0,tcp://10.201.0.229:37485,tcp://10.201.0.212:34699,TransferTypeEnum.OUTGOING,2024-04-18 11:56:10.266978
70,2024-04-18 11:56:10.439205,2024-04-18 11:56:10.534676,2024-04-18 11:56:10.074350,0.0954706668853759,finalize-c95f3b3a-5e71-4c4a-bee6-28cdd9878512,56,586.5676005723803,927.0,tcp://10.201.0.229:37485,tcp://10.201.0.212:34699,TransferTypeEnum.OUTGOING,2024-04-18 11:56:11.265157
71,2024-04-18 11:56:10.317568,2024-04-18 11:56:10.358149,2024-04-18 11:56:10.337859,0.0405805110931396,finalize-a79a1963-ebba-400e-855f-32ecd1dbf381,0,0.0,,tcp://10.201.0.212:45449,tcp://10.201.0.229:37485,TransferTypeEnum.INCOMING,2024-04-18 11:56:10.163356
72,2024-04-18 11:56:10.525470,2024-04-18 11:56:10.565885,2024-04-18 11:56:10.141959,0.040414810180664,finalize-a79a1963-ebba-400e-855f-32ecd1dbf381,0,0.0,953.0,tcp://10.201.0.229:37485,tcp://10.201.0.212:45449,TransferTypeEnum.OUTGOING,2024-04-18 11:56:10.547310
73,2024-04-18 11:56:10.525470,2024-04-18 11:56:10.565885,2024-04-18 11:56:10.141959,0.040414810180664,finalize-a79a1963-ebba-400e-855f-32ecd1dbf381,0,0.0,953.0,tcp://10.201.0.229:37485,tcp://10.201.0.212:45449,TransferTypeEnum.OUTGOING,2024-04-18 11:56:11.344433
74,2024-04-18 11:56:17.249232,2024-04-18 11:56:17.251977,2024-04-18 11:56:17.250604,0.0027446746826171,finalize-4e3fd85d-e531-45a7-86f4-25ca91e8c79e,28,10201.573314801946,,tcp://10.201.0.229:44955,tcp://10.201.0.212:45449,TransferTypeEnum.INCOMING,2024-04-18 11:56:17.098398
75,2024-04-18 11:56:17.252025,2024-04-18 11:56:17.254116,2024-04-18 11:56:17.096590,0.0020909309387207,finalize-4e3fd85d-e531-45a7-86f4-25ca91e8c79e,28,13391.164424173316,332.0,tcp://10.201.0.212:45449,tcp://10.201.0.229:44955,TransferTypeEnum.OUTGOING,2024-04-18 11:56:17.134350
76,2024-04-18 11:56:17.249462,2024-04-18 11:56:17.252230,2024-04-18 11:56:17.250846,0.00276780128479,finalize-6cc7f968-c61a-4d8d-8859-bbb4d353113a,0,0.0,,tcp://10.201.0.229:37485,tcp://10.201.0.212:45449,TransferTypeEnum.INCOMING,2024-04-18 11:56:17.098403
77,2024-04-18 11:56:17.249462,2024-04-18 11:56:17.252230,2024-04-18 11:56:17.250846,0.00276780128479,finalize-6cc7f968-c61a-4d8d-8859-bbb4d353113a,0,0.0,,tcp://10.201.0.229:37485,tcp://10.201.0.212:45449,TransferTypeEnum.INCOMING,2024-04-18 11:56:17.172617
78,2024-04-18 11:56:17.277571,2024-04-18 11:56:17.279548,2024-04-18 11:56:17.096853,0.0019774436950683,finalize-6cc7f968-c61a-4d8d-8859-bbb4d353113a,0,0.0,345.0,tcp://10.201.0.212:45449,tcp://10.201.0.229:37485,TransferTypeEnum.OUTGOING,2024-04-18 11:56:17.361671
79,2024-04-18 11:56:10.123778,2024-04-18 11:56:10.210628,2024-04-18 11:56:10.167202,0.0868499279022216,finalize-38694a1b-5fb9-4af7-833e-6ae321952150,28,322.39520142749296,,tcp://10.201.0.212:38553,tcp://10.201.0.229:37485,TransferTypeEnum.INCOMING,2024-04-18 11:56:10.018999
80,2024-04-18 11:56:10.123778,2024-04-18 11:56:10.210628,2024-04-18 11:56:10.167202,0.0868499279022216,finalize-38694a1b-5fb9-4af7-833e-6ae321952150,28,322.39520142749296,,tcp://10.201.0.212:38553,tcp://10.201.0.229:37485,TransferTypeEnum.INCOMING,2024-04-18 11:56:10.071912
81,2024-04-18 11:56:10.110156,2024-04-18 11:56:10.196746,2024-04-18 11:56:09.971149,0.0865900516510009,finalize-38694a1b-5fb9-4af7-833e-6ae321952150,28,323.36278205322355,636.0,tcp://10.201.0.229:37485,tcp://10.201.0.212:38553,TransferTypeEnum.OUTGOING,2024-04-18 11:56:10.190142
82,2024-04-18 11:56:10.123778,2024-04-18 11:56:10.210628,2024-04-18 11:56:10.167202,0.0868499279022216,finalize-3719e742-f81d-4e79-a831-7e5337cdb184,28,322.39520142749296,,tcp://10.201.0.212:38553,tcp://10.201.0.229:37485,TransferTypeEnum.INCOMING,2024-04-18 11:56:10.018999
83,2024-04-18 11:56:10.123778,2024-04-18 11:56:10.210628,2024-04-18 11:56:10.167202,0.0868499279022216,finalize-3719e742-f81d-4e79-a831-7e5337cdb184,28,322.39520142749296,,tcp://10.201.0.212:38553,tcp://10.201.0.229:37485,TransferTypeEnum.INCOMING,2024-04-18 11:56:10.071912
