,key,thread,worker,prefix,group,start,finish,stimulus_id,called_from,begins,ends,duration,size,time
2740,"('array-8838909ee9756e34565341881e2e6f0c', 41)",23160201756672,tcp://10.201.0.212:34699,array,array-8838909ee9756e34565341881e2e6f0c,processing,memory,task-finished-1713455686.0007327,tcp://10.201.0.220:8786,1713455686.001768,1713455686.001792,2.384185791015625e-05,336,1713455686.0084362
2741,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 41, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,processing,task-finished-1713455686.0007327,tcp://10.201.0.220:8786,,,,,1713455686.0107305
2742,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 79, 0, 0, 0)",22685085847552,tcp://10.201.0.212:45449,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.0142565,tcp://10.201.0.220:8786,1713455684.8670957,1713455686.0134947,1.1463990211486816,59896647,1713455686.0182486
2743,"('array-8838909ee9756e34565341881e2e6f0c', 79)",,,array,array-8838909ee9756e34565341881e2e6f0c,memory,released,task-finished-1713455686.0142565,tcp://10.201.0.220:8786,,,,,1713455686.0191615
2744,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 79, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,memory,released,task-finished-1713455686.0142565,tcp://10.201.0.220:8786,,,,,1713455686.0217862
2745,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 79, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,waiting,processing,task-finished-1713455686.0142565,tcp://10.201.0.220:8786,,,,,1713455686.0235934
2746,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 79, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,waiting,processing,task-finished-1713455686.0142565,tcp://10.201.0.220:8786,,,,,1713455686.0253773
2747,"('array-8838909ee9756e34565341881e2e6f0c', 43)",22685085847552,tcp://10.201.0.212:45449,array,array-8838909ee9756e34565341881e2e6f0c,processing,memory,task-finished-1713455686.0188673,tcp://10.201.0.220:8786,1713455686.0173244,1713455686.0173635,3.910064697265625e-05,336,1713455686.0272682
2748,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 43, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,processing,task-finished-1713455686.0188673,tcp://10.201.0.220:8786,,,,,1713455686.0285041
2749,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 40, 0, 0, 0)",23160191250432,tcp://10.201.0.212:34699,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.0267305,tcp://10.201.0.220:8786,1713455686.027743,1713455686.02793,0.000186920166015625,3324,1713455686.0312397
2750,"('array-8838909ee9756e34565341881e2e6f0c', 40)",,,array,array-8838909ee9756e34565341881e2e6f0c,queued,processing,task-finished-1713455686.0267305,tcp://10.201.0.220:8786,,,,,1713455686.0315359
2751,"('chunk_max-partial-8c47771865924cf589c1b50dcf089083', 15, 0, 0, 0)",22583180623872,tcp://10.201.0.212:38577,chunk_max-partial,chunk_max-partial-8c47771865924cf589c1b50dcf089083,processing,memory,task-finished-1713455686.0363722,tcp://10.201.0.220:8786,1713455686.0185246,1713455686.018672,0.00014734268188476562,1,1713455686.0375476
2752,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 30, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,memory,released,task-finished-1713455686.0363722,tcp://10.201.0.220:8786,,,,,1713455686.037926
2753,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 31, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,memory,released,task-finished-1713455686.0363722,tcp://10.201.0.220:8786,,,,,1713455686.0396051
2754,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 39, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,queued,processing,task-finished-1713455686.0363722,tcp://10.201.0.220:8786,,,,,1713455686.0414581
2755,"('array-8838909ee9756e34565341881e2e6f0c', 40)",23160203857920,tcp://10.201.0.212:34699,array,array-8838909ee9756e34565341881e2e6f0c,processing,memory,task-finished-1713455686.046815,tcp://10.201.0.220:8786,1713455686.047842,1713455686.047885,4.291534423828125e-05,336,1713455686.0482728
2756,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 40, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,processing,task-finished-1713455686.046815,tcp://10.201.0.220:8786,,,,,1713455686.049282
2757,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 55, 0, 0, 0)",22445437800448,tcp://10.201.0.212:38553,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.0487633,tcp://10.201.0.220:8786,1713455685.4987125,1713455686.0480776,0.5493650436401367,29122380,1713455686.0522735
2758,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 55, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,memory,released,task-finished-1713455686.0487633,tcp://10.201.0.220:8786,,,,,1713455686.053616
2759,"('array-8838909ee9756e34565341881e2e6f0c', 55)",,,array,array-8838909ee9756e34565341881e2e6f0c,memory,released,task-finished-1713455686.0487633,tcp://10.201.0.220:8786,,,,,1713455686.0553405
2760,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 55, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,waiting,processing,task-finished-1713455686.0487633,tcp://10.201.0.220:8786,,,,,1713455686.0576804
2761,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 55, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,waiting,processing,task-finished-1713455686.0487633,tcp://10.201.0.220:8786,,,,,1713455686.0605204
2762,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 79, 0, 0, 0)",22685085847552,tcp://10.201.0.212:45449,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,processing,memory,task-finished-1713455686.047095,tcp://10.201.0.220:8786,1713455686.0412207,1713455686.046009,0.004788398742675781,1,1713455686.0630813
2763,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 39, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,waiting,processing,task-finished-1713455686.047095,tcp://10.201.0.220:8786,,,,,1713455686.0647504
2764,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 39, 0, 0, 0)",22583180623872,tcp://10.201.0.212:38577,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.0631993,tcp://10.201.0.220:8786,1713455686.0532482,1713455686.0533862,0.0001380443572998047,3324,1713455686.0709546
2765,"('array-8838909ee9756e34565341881e2e6f0c', 39)",,,array,array-8838909ee9756e34565341881e2e6f0c,queued,processing,task-finished-1713455686.0631993,tcp://10.201.0.220:8786,,,,,1713455686.072111
2766,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 56, 0, 0, 0)",23160193351680,tcp://10.201.0.212:34699,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.06949,tcp://10.201.0.220:8786,1713455685.4219224,1713455686.0633376,0.6414151191711426,34045068,1713455686.0737355
2767,"('array-8838909ee9756e34565341881e2e6f0c', 56)",,,array,array-8838909ee9756e34565341881e2e6f0c,memory,released,task-finished-1713455686.06949,tcp://10.201.0.220:8786,,,,,1713455686.0756223
2768,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 56, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,memory,released,task-finished-1713455686.06949,tcp://10.201.0.220:8786,,,,,1713455686.0779035
2769,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 56, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,waiting,processing,task-finished-1713455686.06949,tcp://10.201.0.220:8786,,,,,1713455686.0801716
2770,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 56, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,waiting,processing,task-finished-1713455686.06949,tcp://10.201.0.220:8786,,,,,1713455686.0820143
2771,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 79, 0, 0, 0)",22685085847552,tcp://10.201.0.212:45449,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,processing,memory,task-finished-1713455686.0627127,tcp://10.201.0.220:8786,1713455686.0504954,1713455686.0606263,0.010130882263183594,1,1713455686.084337
2772,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 39, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,waiting,processing,task-finished-1713455686.0627127,tcp://10.201.0.220:8786,,,,,1713455686.086529
2773,"('chunk_min-partial-8dd005561753a0069a30a564b3da22ea', 15, 0, 0, 0)",22583180623872,tcp://10.201.0.212:38577,chunk_min-partial,chunk_min-partial-8dd005561753a0069a30a564b3da22ea,processing,memory,task-finished-1713455686.0727592,tcp://10.201.0.220:8786,1713455686.0347824,1713455686.052965,0.01818251609802246,1,1713455686.0888941
2774,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 31, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,memory,released,task-finished-1713455686.0727592,tcp://10.201.0.220:8786,,,,,1713455686.0899682
2775,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 30, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,memory,released,task-finished-1713455686.0727592,tcp://10.201.0.220:8786,,,,,1713455686.0926478
2776,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 38, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,queued,processing,task-finished-1713455686.0727592,tcp://10.201.0.220:8786,,,,,1713455686.0954657
2777,"('array-8838909ee9756e34565341881e2e6f0c', 39)",22583180623872,tcp://10.201.0.212:38577,array,array-8838909ee9756e34565341881e2e6f0c,processing,memory,task-finished-1713455686.0911036,tcp://10.201.0.220:8786,1713455686.0873356,1713455686.0873702,3.457069396972656e-05,336,1713455686.0995874
2778,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 39, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,processing,task-finished-1713455686.0911036,tcp://10.201.0.220:8786,,,,,1713455686.100886
2779,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 116, 0, 0, 0)",22583191130112,tcp://10.201.0.212:38577,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.091139,tcp://10.201.0.220:8786,1713455684.7777872,1713455684.8084517,0.030664443969726562,68420355,1713455686.1035788
2780,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 116, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,memory,released,task-finished-1713455686.091139,tcp://10.201.0.220:8786,,,,,1713455686.105679
2781,"('array-8838909ee9756e34565341881e2e6f0c', 116)",,,array,array-8838909ee9756e34565341881e2e6f0c,memory,released,task-finished-1713455686.091139,tcp://10.201.0.220:8786,,,,,1713455686.1073718
2782,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 116, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,waiting,processing,task-finished-1713455686.091139,tcp://10.201.0.220:8786,,,,,1713455686.1097786
2783,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 116, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,waiting,processing,task-finished-1713455686.091139,tcp://10.201.0.220:8786,,,,,1713455686.1110578
2784,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 52, 0, 0, 0)",22685090050048,tcp://10.201.0.212:45449,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.0848064,tcp://10.201.0.220:8786,1713455685.5202146,1713455685.529658,0.009443521499633789,21805266,1713455686.1129384
2785,"('array-8838909ee9756e34565341881e2e6f0c', 52)",,,array,array-8838909ee9756e34565341881e2e6f0c,memory,released,task-finished-1713455686.0848064,tcp://10.201.0.220:8786,,,,,1713455686.1145332
2786,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 52, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,memory,released,task-finished-1713455686.0848064,tcp://10.201.0.220:8786,,,,,1713455686.11673
2787,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 52, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,waiting,processing,task-finished-1713455686.0848064,tcp://10.201.0.220:8786,,,,,1713455686.1185567
2788,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 52, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,waiting,processing,task-finished-1713455686.0848064,tcp://10.201.0.220:8786,,,,,1713455686.1203265
2789,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 55, 0, 0, 0)",22445439901696,tcp://10.201.0.212:38553,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,processing,memory,task-finished-1713455686.0966737,tcp://10.201.0.220:8786,1713455686.09429,1713455686.0972307,0.002940654754638672,1,1713455686.1237848
2790,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 27, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,waiting,processing,task-finished-1713455686.0966737,tcp://10.201.0.220:8786,,,,,1713455686.1244955
2791,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 55, 0, 0, 0)",22445226446848,tcp://10.201.0.212:38553,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,processing,memory,task-finished-1713455686.0967147,tcp://10.201.0.220:8786,1713455686.0948062,1713455686.0975063,0.0027000904083251953,1,1713455686.1263084
2792,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 27, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,waiting,processing,task-finished-1713455686.0967147,tcp://10.201.0.220:8786,,,,,1713455686.1280005
2793,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 39, 0, 0, 0)",22685090050048,tcp://10.201.0.212:45449,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,processing,memory,task-finished-1713455686.0983276,tcp://10.201.0.220:8786,1713455686.09268,1713455686.0928745,0.000194549560546875,1,1713455686.1297956
2794,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 78, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,memory,released,task-finished-1713455686.0983276,tcp://10.201.0.220:8786,,,,,1713455686.13146
2795,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 79, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,memory,released,task-finished-1713455686.0983276,tcp://10.201.0.220:8786,,,,,1713455686.133219
2796,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 86, 0, 0, 0)",22445224345600,tcp://10.201.0.212:38553,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.111188,tcp://10.201.0.220:8786,1713455684.8296096,1713455686.107717,1.2781074047088623,74316636,1713455686.135561
2797,"('array-8838909ee9756e34565341881e2e6f0c', 86)",,,array,array-8838909ee9756e34565341881e2e6f0c,memory,released,task-finished-1713455686.111188,tcp://10.201.0.220:8786,,,,,1713455686.1367326
2798,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 86, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,memory,released,task-finished-1713455686.111188,tcp://10.201.0.220:8786,,,,,1713455686.1384432
2799,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 86, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,waiting,processing,task-finished-1713455686.111188,tcp://10.201.0.220:8786,,,,,1713455686.1397932
2800,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 86, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,waiting,processing,task-finished-1713455686.111188,tcp://10.201.0.220:8786,,,,,1713455686.142147
2801,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 39, 0, 0, 0)",22685090050048,tcp://10.201.0.212:45449,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,processing,memory,task-finished-1713455686.1063278,tcp://10.201.0.220:8786,1713455686.1033576,1713455686.1042795,0.0009219646453857422,1,1713455686.1444094
2802,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 79, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,memory,released,task-finished-1713455686.1063278,tcp://10.201.0.220:8786,,,,,1713455686.1460564
2803,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 78, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,memory,released,task-finished-1713455686.1063278,tcp://10.201.0.220:8786,,,,,1713455686.1477447
2804,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 56, 0, 0, 0)",23160199655424,tcp://10.201.0.212:34699,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,processing,memory,task-finished-1713455686.1109793,tcp://10.201.0.220:8786,1713455686.1102443,1713455686.1123083,0.0020639896392822266,1,1713455686.1496859
2805,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 28, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,waiting,processing,task-finished-1713455686.1109793,tcp://10.201.0.220:8786,,,,,1713455686.1513696
2806,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 56, 0, 0, 0)",23160195452928,tcp://10.201.0.212:34699,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,processing,memory,task-finished-1713455686.1132822,tcp://10.201.0.220:8786,1713455686.1104622,1713455686.1146307,0.004168510437011719,1,1713455686.1536925
2807,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 28, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,waiting,processing,task-finished-1713455686.1132822,tcp://10.201.0.220:8786,,,,,1713455686.1548772
2808,"('array-8838909ee9756e34565341881e2e6f0c', 38)",,,array,array-8838909ee9756e34565341881e2e6f0c,queued,processing,task-finished-1713455686.1132822,tcp://10.201.0.220:8786,,,,,1713455686.1575575
2809,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 38, 0, 0, 0)",22583191130112,tcp://10.201.0.212:38577,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.138894,tcp://10.201.0.220:8786,1713455686.143091,1713455686.1432488,0.00015783309936523438,3324,1713455686.1607482
2810,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 116, 0, 0, 0)",22583191130112,tcp://10.201.0.212:38577,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,processing,memory,task-finished-1713455686.1615205,tcp://10.201.0.220:8786,1713455686.1484063,1713455686.151447,0.003040790557861328,1,1713455686.165541
2811,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 37, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,queued,processing,task-finished-1713455686.1615205,tcp://10.201.0.220:8786,,,,,1713455686.166701
2812,"('array-8838909ee9756e34565341881e2e6f0c', 38)",23160203857920,tcp://10.201.0.212:34699,array,array-8838909ee9756e34565341881e2e6f0c,processing,memory,task-finished-1713455686.169846,tcp://10.201.0.220:8786,1713455686.1728966,1713455686.1729367,4.00543212890625e-05,336,1713455686.1724873
2813,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 38, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,processing,task-finished-1713455686.169846,tcp://10.201.0.220:8786,,,,,1713455686.1740072
2814,"('array-8838909ee9756e34565341881e2e6f0c', 37)",,,array,array-8838909ee9756e34565341881e2e6f0c,queued,processing,task-finished-1713455686.169846,tcp://10.201.0.220:8786,,,,,1713455686.1766305
2815,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 116, 0, 0, 0)",22583191130112,tcp://10.201.0.212:38577,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,processing,memory,task-finished-1713455686.1694114,tcp://10.201.0.220:8786,1713455686.1711109,1713455686.1740165,0.002905607223510742,1,1713455686.180022
2816,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 52, 0, 0, 0)",22685090050048,tcp://10.201.0.212:45449,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,processing,memory,task-finished-1713455686.1723733,tcp://10.201.0.220:8786,1713455686.1654239,1713455686.1681287,0.0027048587799072266,1,1713455686.1819272
2817,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 36, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,queued,processing,task-finished-1713455686.1723733,tcp://10.201.0.220:8786,,,,,1713455686.1838412
2818,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 52, 0, 0, 0)",22685090050048,tcp://10.201.0.212:45449,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,processing,memory,task-finished-1713455686.1816144,tcp://10.201.0.220:8786,1713455686.1834102,1713455686.1857274,0.002317190170288086,1,1713455686.1874447
2819,"('array-8838909ee9756e34565341881e2e6f0c', 36)",,,array,array-8838909ee9756e34565341881e2e6f0c,queued,processing,task-finished-1713455686.1816144,tcp://10.201.0.220:8786,,,,,1713455686.1898017
2820,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 80, 0, 0, 0)",22685092151296,tcp://10.201.0.212:45449,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.185141,tcp://10.201.0.220:8786,1713455684.8668785,1713455686.1842601,1.3173816204071045,60980760,1713455686.1927345
2821,"('array-8838909ee9756e34565341881e2e6f0c', 80)",,,array,array-8838909ee9756e34565341881e2e6f0c,memory,released,task-finished-1713455686.185141,tcp://10.201.0.220:8786,,,,,1713455686.1946218
2822,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 80, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,memory,released,task-finished-1713455686.185141,tcp://10.201.0.220:8786,,,,,1713455686.1973147
2823,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 80, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,waiting,processing,task-finished-1713455686.185141,tcp://10.201.0.220:8786,,,,,1713455686.2000947
2824,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 80, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,waiting,processing,task-finished-1713455686.185141,tcp://10.201.0.220:8786,,,,,1713455686.2034163
2825,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 37, 0, 0, 0)",22583191130112,tcp://10.201.0.212:38577,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.1818545,tcp://10.201.0.220:8786,1713455686.187191,1713455686.1873271,0.0001361370086669922,3324,1713455686.2069235
2826,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 35, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,queued,processing,task-finished-1713455686.1818545,tcp://10.201.0.220:8786,,,,,1713455686.2096484
2827,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 36, 0, 0, 0)",22685090050048,tcp://10.201.0.212:45449,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,processing,memory,task-finished-1713455686.2014716,tcp://10.201.0.220:8786,1713455686.205336,1713455686.2055125,0.00017642974853515625,3324,1713455686.212669
2828,"('array-8838909ee9756e34565341881e2e6f0c', 37)",23160193351680,tcp://10.201.0.212:34699,array,array-8838909ee9756e34565341881e2e6f0c,processing,memory,task-finished-1713455686.1878023,tcp://10.201.0.220:8786,1713455686.190554,1713455686.1905835,2.956390380859375e-05,336,1713455686.2145858
2829,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 37, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,processing,task-finished-1713455686.1878023,tcp://10.201.0.220:8786,,,,,1713455686.2160604
2830,"('array-8838909ee9756e34565341881e2e6f0c', 35)",,,array,array-8838909ee9756e34565341881e2e6f0c,queued,processing,task-finished-1713455686.1878023,tcp://10.201.0.220:8786,,,,,1713455686.217772
2831,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 27, 0, 0, 0)",22445222244352,tcp://10.201.0.212:38553,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,processing,memory,task-finished-1713455686.2024012,tcp://10.201.0.220:8786,1713455686.181886,1713455686.1820276,0.00014162063598632812,1,1713455686.2268398
2832,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 55, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,memory,released,task-finished-1713455686.2024012,tcp://10.201.0.220:8786,,,,,1713455686.2283182
2833,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 54, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,memory,released,task-finished-1713455686.2024012,tcp://10.201.0.220:8786,,,,,1713455686.2320569
2834,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 27, 0, 0, 0)",22445222244352,tcp://10.201.0.212:38553,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,processing,memory,task-finished-1713455686.2027023,tcp://10.201.0.220:8786,1713455686.1820893,1713455686.188741,0.006651639938354492,1,1713455686.2360444
2835,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 54, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,memory,released,task-finished-1713455686.2027023,tcp://10.201.0.220:8786,,,,,1713455686.2393732
2836,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 55, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,memory,released,task-finished-1713455686.2027023,tcp://10.201.0.220:8786,,,,,1713455686.2425554
