,key,thread,worker,prefix,group,start,finish,stimulus_id,called_from,begins,ends,duration,size,time
1261,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 5, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4395256
1262,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 5, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4403226
1263,"('array-8838909ee9756e34565341881e2e6f0c', 5)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4411116
1264,"('array-8838909ee9756e34565341881e2e6f0c', 5)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.441926
1265,"('array-8838909ee9756e34565341881e2e6f0c', 5)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4426918
1266,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 5, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4434738
1267,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 5, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4442577
1268,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 4, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4450247
1269,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 4, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4458206
1270,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 4, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4466147
1271,"('array-8838909ee9756e34565341881e2e6f0c', 4)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4474418
1272,"('array-8838909ee9756e34565341881e2e6f0c', 4)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4481864
1273,"('array-8838909ee9756e34565341881e2e6f0c', 4)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4489753
1274,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 4, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4497874
1275,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 5, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4505904
1276,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 4, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4513748
1277,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 2, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4521494
1278,"('chunk_max-partial-8c47771865924cf589c1b50dcf089083', 1, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-8c47771865924cf589c1b50dcf089083,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4529355
1279,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 4, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4537358
1280,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 2, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4545295
1281,"('chunk_min-partial-8dd005561753a0069a30a564b3da22ea', 1, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-8dd005561753a0069a30a564b3da22ea,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.455328
1282,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 3, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4561234
1283,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 3, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4569101
1284,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 3, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4576995
1285,"('array-8838909ee9756e34565341881e2e6f0c', 3)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4584806
1286,"('array-8838909ee9756e34565341881e2e6f0c', 3)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4592743
1287,"('array-8838909ee9756e34565341881e2e6f0c', 3)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4600542
1288,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 3, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4608417
1289,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 3, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4616334
1290,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 2, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4624133
1291,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 2, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.463245
1292,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 2, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.463985
1293,"('array-8838909ee9756e34565341881e2e6f0c', 2)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4647841
1294,"('array-8838909ee9756e34565341881e2e6f0c', 2)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4655964
1295,"('array-8838909ee9756e34565341881e2e6f0c', 2)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4663846
1296,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 2, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4671872
1297,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 3, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4679637
1298,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 2, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4687493
1299,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 1, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4695382
1300,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 2, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4703271
1301,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 1, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4711263
1302,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 1, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4719057
1303,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 1, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4726892
1304,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 1, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.473506
1305,"('array-8838909ee9756e34565341881e2e6f0c', 1)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4743028
1306,"('array-8838909ee9756e34565341881e2e6f0c', 1)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4750996
1307,"('array-8838909ee9756e34565341881e2e6f0c', 1)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4758866
1308,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 1, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4766586
1309,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 1, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4774756
1310,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 0, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4782727
1311,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 0, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4791095
1312,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 0, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4798553
1313,"('array-8838909ee9756e34565341881e2e6f0c', 0)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4806566
1314,"('array-8838909ee9756e34565341881e2e6f0c', 0)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4814665
1315,"('array-8838909ee9756e34565341881e2e6f0c', 0)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4822695
1316,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 0, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.483074
1317,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 0, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4838605
1318,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 0, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.484653
1319,"('chunk_min-partial-8dd005561753a0069a30a564b3da22ea', 0, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-8dd005561753a0069a30a564b3da22ea,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4854739
1320,"('chunk_min-partial-70478972c24ad36db8a8ba4b71d9b19e', 0, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-70478972c24ad36db8a8ba4b71d9b19e,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4862635
1321,"('chunk_min-partial-eae2c97178933c943d2a84b655f67bd7', 0, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-eae2c97178933c943d2a84b655f67bd7,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4870477
1322,"('chunk_min-partial-ebe5fe0f4a6051013169c942cdacfb26', 0, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-ebe5fe0f4a6051013169c942cdacfb26,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4878259
1323,"('chunk_min-partial-fa60827c33ed8d574f8538a307acb9f2', 0, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-fa60827c33ed8d574f8538a307acb9f2,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4886003
1324,"('chunk_min-partial-cef2780143ec4fa83fd64bd505a0efe0', 0, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-cef2780143ec4fa83fd64bd505a0efe0,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4894035
1325,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 1, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4901912
1326,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 0, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4909873
1327,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 0, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4917939
1328,"('chunk_max-partial-8c47771865924cf589c1b50dcf089083', 0, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-8c47771865924cf589c1b50dcf089083,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4925804
1329,"('chunk_max-partial-1910eb1fea4393b8b46bad62e1bd1e92', 0, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-1910eb1fea4393b8b46bad62e1bd1e92,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4933805
1330,"('chunk_max-partial-f78aee4c09e3436f38e7e309f22673d5', 0, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-f78aee4c09e3436f38e7e309f22673d5,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.494169
1331,"('chunk_max-partial-0f8ed4cbdc9c228281e2c44ca87bf6bb', 0, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-0f8ed4cbdc9c228281e2c44ca87bf6bb,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.495002
1332,"('chunk_max-partial-1037b29412a7eb3191bedde5d6aecef6', 0, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-1037b29412a7eb3191bedde5d6aecef6,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4957504
1333,"('chunk_max-partial-3e75574edb1d3f550629fd162e3795bd', 0, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-3e75574edb1d3f550629fd162e3795bd,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4965386
1334,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 143, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4973621
1335,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 143, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4981554
1336,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 143, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4989467
1337,"('array-8838909ee9756e34565341881e2e6f0c', 143)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.4997163
1338,"('array-8838909ee9756e34565341881e2e6f0c', 143)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.500511
1339,"('array-8838909ee9756e34565341881e2e6f0c', 143)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.501312
1340,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 143, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5021026
1341,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 143, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5028906
1342,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 142, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5036852
1343,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 142, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5044703
1344,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 142, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.505294
1345,"('array-8838909ee9756e34565341881e2e6f0c', 142)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5060828
1346,"('array-8838909ee9756e34565341881e2e6f0c', 142)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.506884
1347,"('array-8838909ee9756e34565341881e2e6f0c', 142)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.507673
1348,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 142, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5084765
1349,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 143, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5092642
1350,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 142, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5100572
1351,"('chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333', 71, 0, 0, 0)",,,chunk_max-partial,chunk_max-partial-80f8e741f300d2a084fb2c4c7220e333,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5109465
1352,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 142, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5116978
1353,"('chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc', 71, 0, 0, 0)",,,chunk_min-partial,chunk_min-partial-2acf6532b07f4fbe3e253eefeb7a5ebc,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5124958
1354,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 141, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5133102
1355,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 141, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.514091
1356,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 141, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5149057
1357,"('array-8838909ee9756e34565341881e2e6f0c', 141)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5157049
1358,"('array-8838909ee9756e34565341881e2e6f0c', 141)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.516486
1359,"('array-8838909ee9756e34565341881e2e6f0c', 141)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5172863
1360,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 141, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5180764
1361,"('chunk_min-5a09aab47a69898004101a2c5b6e1b96', 141, 0, 0, 0)",,,chunk_min,chunk_min-5a09aab47a69898004101a2c5b6e1b96,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.518874
1362,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 140, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5196664
1363,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 140, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.520458
1364,"('block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345', 140, 0, 0, 0)",,,block-info,block-info-_map_read_frame-c50155175b03e4c1ec9664317841e345,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.521278
1365,"('array-8838909ee9756e34565341881e2e6f0c', 140)",,,array,array-8838909ee9756e34565341881e2e6f0c,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.522062
1366,"('array-8838909ee9756e34565341881e2e6f0c', 140)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5228508
1367,"('array-8838909ee9756e34565341881e2e6f0c', 140)",,,array,array-8838909ee9756e34565341881e2e6f0c,waiting,queued,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5236447
1368,"('_map_read_frame-c50155175b03e4c1ec9664317841e345', 140, 0, 0, 0)",,,map_read_frame,_map_read_frame-c50155175b03e4c1ec9664317841e345,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5244524
1369,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 141, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5252588
1370,"('chunk_max-f51ddbdd2414581636b6798cd76ef954', 140, 0, 0, 0)",,,chunk_max,chunk_max-f51ddbdd2414581636b6798cd76ef954,released,waiting,update-graph-1713455680.1067564,tcp://10.201.0.220:8786,,,,,1713455682.5260398
